date,fighter a,fighter b,result
"June 08, 2013",Antonio Braga Neto,Anthony Smith,win
"May 25, 2013",Cain Velasquez,Antonio Silva,win
"May 25, 2013",Junior Dos Santos,Mark Hunt,win
"May 25, 2013",Glover Teixeira,James Te Huna,win
"May 25, 2013",TJ Grant,Gray Maynard,win
"May 25, 2013",Donald Cerrone,KJ Noons,win
"May 25, 2013",Mike Pyle,Rick Story,win
"May 25, 2013",Dennis Bermudez,Max Holloway,win
"May 25, 2013",Robert Whittaker,Colton Smith,win
"May 25, 2013",Khabib Nurmagomedov,Abel Trujillo,win
"May 25, 2013",Stephen Thompson,Nah-Shon Burrell,win
"May 25, 2013",George Roop,Brian Bowles,win
"May 25, 2013",Jeremy Stephens,Estevan Payan,win
"May 18, 2013",Vitor Belfort,Luke Rockhold,win
"May 18, 2013",Jacare Souza,Chris Camozzi,win
"May 18, 2013",Rafael Dos Anjos,Evan Dunham,win
"May 18, 2013",Rafael Natal,Joao Zeferino,win
"May 18, 2013",Nik Lentz,Hacran Dias,win
"May 18, 2013",Francisco Trinaldo,Mike Rio,win
"May 18, 2013",Gleison Tibau,John Cholish,win
"May 18, 2013",Paulo Thiago,Michel Prazeres,win
"May 18, 2013",Iuri Alcantara,Iliarde Santos,win
"May 18, 2013",Fabio Maldonado,Roger Hollett,win
"May 18, 2013",John Lineker,Azamat Gashimov,win
"May 18, 2013",Jussier Formiga,Chris Cariaso,win
"May 18, 2013",Lucas Martins,Jeremy Larsen,win
"April 27, 2013",Jon Jones,Chael Sonnen,win
"April 27, 2013",Michael Bisping,Alan Belcher,win
"April 27, 2013",Roy Nelson,Cheick Kongo,win
"April 27, 2013",Phil Davis,Vinny Magalhaes,win
"April 27, 2013",Jim Miller,Pat Healy,nc
"April 27, 2013",Rustam Khabilov,Yancy Medeiros,win
"April 27, 2013",Ovince Saint Preux,Gian Villante,win
"April 27, 2013",Sara McMann,Sheila Gaff,win
"April 27, 2013",Bryan Caraway,Johnny Bedford,win
"April 27, 2013",Cody McKenzie,Leonard Garcia,win
"April 27, 2013",Steven Siler,Kurt Holobaugh,win
"April 20, 2013",Benson Henderson,Gilbert Melendez,win
"April 20, 2013",Daniel Cormier,Frank Mir,win
"April 20, 2013",Josh Thomson,Nate Diaz,win
"April 20, 2013",Matt Brown,Jordan Mein,win
"April 20, 2013",Chad Mendes,Darren Elkins,win
"April 20, 2013",Francis Carmont,Lorenz Larkin,win
"April 20, 2013",Myles Jury,Ramsey Nijem,win
"April 20, 2013",Joseph Benavidez,Darren Uyenoyama,win
"April 20, 2013",Jorge Masvidal,Tim Means,win
"April 20, 2013",TJ Dillashaw,Hugo Viana,win
"April 20, 2013",Anthony Njokuani,Roger Bowling,win
"April 20, 2013",Yoel Romero,Clifford Starks,win
"April 13, 2013",Urijah Faber,Scott Jorgensen,win
"April 13, 2013",Kelvin Gastelum,Uriah Hall,win
"April 13, 2013",Cat Zingano,Miesha Tate,win
"April 13, 2013",Travis Browne,Gabriel Gonzaga,win
"April 13, 2013",Robert McDaniel,Gilbert Smith,win
"April 13, 2013",Josh Samman,Kevin Casey,win
"April 13, 2013",Luke Barnatt,Collin Hart,win
"April 13, 2013",Dylan Andrews,Jimmy Quinlan,win
"April 13, 2013",Clint Hester,Bristol Marunde,win
"April 13, 2013",Cole Miller,Bart Palaszewski,win
"April 13, 2013",Maximo Blanco,Sam Sicilia,win
"April 13, 2013",Daniel Pineda,Justin Lawrence,win
"April 06, 2013",Gegard Mousasi,Ilir Latifi,win
"April 06, 2013",Ross Pearson,Ryan Couture,win
"April 06, 2013",Matt Mitrione,Philip De Fries,win
"April 06, 2013",Brad Pickett,Mike Easton,win
"April 06, 2013",Diego Brandao,Pablo Garza,win
"April 06, 2013",Akira Corassani,Robert Peralta,win
"April 06, 2013",Reza Madadi,Michael Johnson,win
"April 06, 2013",Tor Troeng,Adam Cella,win
"April 06, 2013",Adlan Amagov,Chris Spang,win
"April 06, 2013",Conor McGregor,Marcus Brimage,win
"April 06, 2013",Ryan LaFlare,Ben Alloway,win
"April 06, 2013",Tom Lawlor,Michael Kuiper,win
"April 06, 2013",Papy Abedi,Besam Yousef,win
"March 16, 2013",Georges St-Pierre,Nick Diaz,win
"March 16, 2013",Johny Hendricks,Carlos Condit,win
"March 16, 2013",Jake Ellenberger,Nate Marquardt,win
"March 16, 2013",Chris Camozzi,Nick Ring,win
"March 16, 2013",Mike Ricci,Colin Fletcher,win
"March 16, 2013",Patrick Cote,Bobby Voelker,win
"March 16, 2013",Darren Elkins,Antonio Carvalho,win
"March 16, 2013",Jordan Mein,Dan Miller,win
"March 16, 2013",John Makdessi,Daron Cruickshank,win
"March 16, 2013",Rick Story,Quinn Mulhern,win
"March 16, 2013",TJ Dillashaw,Issei Tamura,win
"March 16, 2013",George Roop,Reuben Duran,win
"March 02, 2013",Wanderlei Silva,Brian Stann,win
"March 02, 2013",Mark Hunt,Stefan Struve,win
"March 02, 2013",Diego Sanchez,Takanori Gomi,win
"March 02, 2013",Yushin Okami,Hector Lombard,win
"March 02, 2013",Rani Yahya,Mizuto Hirota,win
"March 02, 2013",Dong Hyun Kim,Siyar Bahadurzada,win
"March 02, 2013",Brad Tavares,Riki Fukuda,win
"March 02, 2013",Takeya Mizugaki,Bryan Caraway,win
"March 02, 2013",Kazuki Tokudome,Cristiano Marcello,win
"March 02, 2013",Alex Caceres,Kyung Ho Kang,nc
"March 02, 2013",Hyun Gyu Lim,Marcelo Guimaraes,win
"February 23, 2013",Ronda Rousey,Liz Carmouche,win
"February 23, 2013",Lyoto Machida,Dan Henderson,win
"February 23, 2013",Urijah Faber,Ivan Menjivar,win
"February 23, 2013",Court McGee,Josh Neer,win
"February 23, 2013",Robbie Lawler,Josh Koscheck,win
"February 23, 2013",Brendan Schaub,Lavar Johnson,win
"February 23, 2013",Michael Chiesa,Anton Kuivanen,win
"February 23, 2013",Dennis Bermudez,Matt Grice,win
"February 23, 2013",Sam Stout,Caros Fodor,win
"February 23, 2013",Kenny Robertson,Brock Jardine,win
"February 23, 2013",Neil Magny,Jon Manley,win
"February 23, 2013",Nah-Shon Burrell,Yuri Villefort,win
"February 16, 2013",Renan Barao,Michael McDonald,win
"February 16, 2013",Cub Swanson,Dustin Poirier,win
"February 16, 2013",Jimi Manuwa,Cyrille Diabate,win
"February 16, 2013",Gunnar Nelson,Jorge Santiago,win
"February 16, 2013",James Te Huna,Ryan Jimmo,win
"February 16, 2013",Che Mills,Matthew Riddle,nc
"February 16, 2013",Renee Forte,Terry Etim,win
"February 16, 2013",Danny Castillo,Paul Sass,win
"February 16, 2013",Andy Ogle,Josh Grispi,win
"February 16, 2013",Tom Watson,Stanislav Nedkov,win
"February 16, 2013",Vaughan Lee,Motonobu Tezuka,win
"February 16, 2013",Phil Harris,Ulysses Gomez,win
"February 02, 2013",Jose Aldo,Frankie Edgar,win
"February 02, 2013",Rogerio Nogueira,Rashad Evans,win
"February 02, 2013",Antonio Silva,Alistair Overeem,win
"February 02, 2013",Demian Maia,Jon Fitch,win
"February 02, 2013",Joseph Benavidez,Ian McCall,win
"February 02, 2013",Evan Dunham,Gleison Tibau,win
"February 02, 2013",Tyron Woodley,Jay Hieron,win
"February 02, 2013",King Green,Jacob Volkmann,win
"February 02, 2013",Isaac Vallie-Flagg,Yves Edwards,win
"February 02, 2013",Dustin Kimura,Chico Camus,win
"February 02, 2013",Francisco Rivera,Edwin Figueroa,win
"January 26, 2013",Demetrious Johnson,John Dodson,win
"January 26, 2013",Glover Teixeira,Quinton Jackson,win
"January 26, 2013",Anthony Pettis,Donald Cerrone,win
"January 26, 2013",Ricardo Lamas,Erik Koch,win
"January 26, 2013",TJ Grant,Matt Wiman,win
"January 26, 2013",Clay Guida,Hatsu Hioki,win
"January 26, 2013",Pascal Krauss,Mike Stumpf,win
"January 26, 2013",Ryan Bader,Vladimir Matyushenko,win
"January 26, 2013",Shawn Jordan,Mike Russow,win
"January 26, 2013",Rafael Natal,Sean Spencer,win
"January 26, 2013",David Mitchell,Simeon Thoresen,win
"January 19, 2013",Vitor Belfort,Michael Bisping,win
"January 19, 2013",CB Dollaway,Daniel Sarafian,win
"January 19, 2013",Gabriel Gonzaga,Ben Rothwell,win
"January 19, 2013",Khabib Nurmagomedov,Thiago Tavares,win
"January 19, 2013",Godofredo Pepey,Milton Vieira,win
"January 19, 2013",Ronny Markes,Andrew Craig,win
"January 19, 2013",Nik Lentz,Diego Nunes,win
"January 19, 2013",Edson Barboza,Lucas Martins,win
"January 19, 2013",Iuri Alcantara,Pedro Nobre,nc
"January 19, 2013",Ildemar Alcantara,Wagner Prado,win
"January 19, 2013",Francisco Trinaldo,CJ Keith,win
"December 29, 2012",Cain Velasquez,Junior Dos Santos,win
"December 29, 2012",Jim Miller,Joe Lauzon,win
"December 29, 2012",Constantinos Philippou,Tim Boetsch,win
"December 29, 2012",Yushin Okami,Alan Belcher,win
"December 29, 2012",Derek Brunson,Chris Leben,win
"December 29, 2012",Eddie Wineland,Brad Pickett,win
"December 29, 2012",Erik Perez,Byron Bloodworth,win
"December 29, 2012",Jamie Varner,Melvin Guillard,win
"December 29, 2012",Myles Jury,Michael Johnson,win
"December 29, 2012",Todd Duffee,Philip De Fries,win
"December 29, 2012",Max Holloway,Leonard Garcia,win
"December 29, 2012",John Moraga,Chris Cariaso,win
"December 15, 2012",Roy Nelson,Matt Mitrione,win
"December 15, 2012",Colton Smith,Mike Ricci,win
"December 15, 2012",Pat Barry,Shane del Rosario,win
"December 15, 2012",Dustin Poirier,Jonathan Brookins,win
"December 15, 2012",Mike Pyle,James Head,win
"December 15, 2012",Johnny Bedford,Marcos Vinicius,win
"December 15, 2012",Rustam Khabilov,Vinc Pichel,win
"December 15, 2012",TJ Waldburger,Nick Catone,win
"December 15, 2012",Hugo Viana,Reuben Duran,win
"December 15, 2012",Mike Rio,John Cofer,win
"December 15, 2012",Tim Elliott,Jared Papazian,win
"December 14, 2012",Ross Pearson,George Sotiropoulos,win
"December 14, 2012",Robert Whittaker,Brad Scott,win
"December 14, 2012",Norman Parke,Colin Fletcher,win
"December 14, 2012",Hector Lombard,Rousimar Palhares,win
"December 14, 2012",Chad Mendes,Yaotzin Meza,win
"December 14, 2012",Igor Pokrajac,Joey Beltran,nc
"December 14, 2012",Mike Pierce,Seth Baczynski,win
"December 14, 2012",Ben Alloway,Manuel Rodriguez,win
"December 14, 2012",Mike Wilkinson,Brendan Loughnane,win
"December 14, 2012",Cody Donovan,Nick Penner,win
"December 08, 2012",Benson Henderson,Nate Diaz,win
"December 08, 2012",Alexander Gustafsson,Mauricio Rua,win
"December 08, 2012",Rory MacDonald,BJ Penn,win
"December 08, 2012",Matt Brown,Mike Swick,win
"December 08, 2012",Yves Edwards,Jeremy Stephens,win
"December 08, 2012",Raphael Assuncao,Mike Easton,win
"December 08, 2012",Ramsey Nijem,Joe Proctor,win
"December 08, 2012",Daron Cruickshank,Henry Martinez,win
"December 08, 2012",Abel Trujillo,Marcus LeVesseur,win
"December 08, 2012",Dennis Siver,Nam Phan,win
"December 08, 2012",Scott Jorgensen,John Albert,win
"November 17, 2012",Georges St-Pierre,Carlos Condit,win
"November 17, 2012",Johny Hendricks,Martin Kampmann,win
"November 17, 2012",Francis Carmont,Tom Lawlor,win
"November 17, 2012",Rafael Dos Anjos,Mark Bocek,win
"November 17, 2012",Pablo Garza,Mark Hominick,win
"November 17, 2012",Patrick Cote,Alessio Sakara,win
"November 17, 2012",Cyrille Diabate,Chad Griggs,win
"November 17, 2012",John Makdessi,Sam Stout,win
"November 17, 2012",Antonio Carvalho,Rodrigo Damm,win
"November 17, 2012",Matthew Riddle,John Maguire,win
"November 17, 2012",Ivan Menjivar,Azamat Gashimov,win
"November 17, 2012",Darren Elkins,Steven Siler,win
"November 10, 2012",Cung Le,Rich Franklin,win
"November 10, 2012",Thiago Silva,Stanislav Nedkov,nc
"November 10, 2012",Dong Hyun Kim,Paulo Thiago,win
"November 10, 2012",Takanori Gomi,Mac Danzig,win
"November 10, 2012",Jon Tuck,Zhang Tiequan,win
"November 10, 2012",Takeya Mizugaki,Jeff Hougland,win
"November 10, 2012",Alex Caceres,Motonobu Tezuka,win
"November 10, 2012",John Lineker,Yasuhiro Urushitani,win
"November 10, 2012",Riki Fukuda,Tom DeBlass,win
"October 13, 2012",Anderson Silva,Stephan Bonnar,win
"October 13, 2012",Antonio Rodrigo Nogueira,Dave Herman,win
"October 13, 2012",Glover Teixeira,Fabio Maldonado,win
"October 13, 2012",Jon Fitch,Erick Silva,win
"October 13, 2012",Phil Davis,Wagner Prado,win
"October 13, 2012",Demian Maia,Rick Story,win
"October 13, 2012",Rony Jason,Sam Sicilia,win
"October 13, 2012",Gleison Tibau,Francisco Trinaldo,win
"October 13, 2012",Diego Brandao,Joey Gambino,win
"October 13, 2012",Sergio Moraes,Renee Forte,win
"October 13, 2012",Chris Camozzi,Luiz Cane,win
"October 13, 2012",Cristiano Marcello,Reza Madadi,win
"October 05, 2012",Antonio Silva,Travis Browne,win
"October 05, 2012",Jake Ellenberger,Jay Hieron,win
"October 05, 2012",John Dodson,Jussier Formiga,win
"October 05, 2012",Justin Edwards,Josh Neer,win
"October 05, 2012",Michael Johnson,Danny Castillo,win
"October 05, 2012",Mike Pierce,Aaron Simpson,win
"October 05, 2012",Marcus LeVesseur,Carlo Prater,win
"October 05, 2012",Jacob Volkmann,Shane Roller,win
"October 05, 2012",Diego Nunes,Bart Palaszewski,win
"October 05, 2012",Darren Uyenoyama,Phil Harris,win
"September 29, 2012",Stefan Struve,Stipe Miocic,win
"September 29, 2012",Dan Hardy,Amir Sadollah,win
"September 29, 2012",Brad Pickett,Yves Jabouin,win
"September 29, 2012",Matt Wiman,Paul Sass,win
"September 29, 2012",John Hathaway,John Maguire,win
"September 29, 2012",Che Mills,Duane Ludwig,win
"September 29, 2012",Jimi Manuwa,Kyle Kingsbury,win
"September 29, 2012",Akira Corassani,Andy Ogle,win
"September 29, 2012",Brad Tavares,Tom Watson,win
"September 29, 2012",Gunnar Nelson,DaMarques Johnson,win
"September 29, 2012",Robert Peralta,Jason Young,win
"September 22, 2012",Jon Jones,Vitor Belfort,win
"September 22, 2012",Demetrious Johnson,Joseph Benavidez,win
"September 22, 2012",Michael Bisping,Brian Stann,win
"September 22, 2012",Matt Hamill,Roger Hollett,win
"September 22, 2012",Cub Swanson,Charles Oliveira,win
"September 22, 2012",Vinny Magalhaes,Igor Pokrajac,win
"September 22, 2012",TJ Grant,Evan Dunham,win
"September 22, 2012",Sean Pierson,Lance Benoist,win
"September 22, 2012",Marcus Brimage,Jimy Hettes,win
"September 22, 2012",Seth Baczynski,Simeon Thoresen,win
"September 22, 2012",Mitch Gagnon,Walel Watson,win
"September 22, 2012",Kyle Noke,Charlie Brenneman,win
"August 11, 2012",Benson Henderson,Frankie Edgar,win
"August 11, 2012",Donald Cerrone,Melvin Guillard,win
"August 11, 2012",Jake Shields,Ed Herman,nc
"August 11, 2012",Yushin Okami,Buddy Roberts,win
"August 11, 2012",Max Holloway,Justin Lawrence,win
"August 11, 2012",Dennis Bermudez,Tommy Hayden,win
"August 11, 2012",Michael Kuiper,Jared Hamman,win
"August 11, 2012",Erik Perez,Ken Stone,win
"August 11, 2012",Chico Camus,Dustin Pague,win
"August 11, 2012",Nik Lentz,Eiji Mitsuoka,win
"August 04, 2012",Mauricio Rua,Brandon Vera,win
"August 04, 2012",Lyoto Machida,Ryan Bader,win
"August 04, 2012",Joe Lauzon,Jamie Varner,win
"August 04, 2012",Mike Swick,DaMarques Johnson,win
"August 04, 2012",Nam Phan,Cole Miller,win
"August 04, 2012",Phil Davis,Wagner Prado,nc
"August 04, 2012",Rani Yahya,Josh Grispi,win
"August 04, 2012",Philip De Fries,Oli Thompson,win
"August 04, 2012",Manvel Gamburyan,Michihiro Omigawa,win
"August 04, 2012",John Moraga,Ulysses Gomez,win
"July 21, 2012",Renan Barao,Urijah Faber,win
"July 21, 2012",Tim Boetsch,Hector Lombard,win
"July 21, 2012",Cheick Kongo,Shawn Jordan,win
"July 21, 2012",James Head,Brian Ebersole,win
"July 21, 2012",Chris Clements,Matthew Riddle,nc
"July 21, 2012",Nick Ring,Court McGee,win
"July 21, 2012",Roland Delorme,Francisco Rivera,nc
"July 21, 2012",Ryan Jimmo,Anthony Perosh,win
"July 21, 2012",Bryan Caraway,Mitch Gagnon,win
"July 21, 2012",Antonio Carvalho,Daniel Pineda,win
"July 21, 2012",Anton Kuivanen,Mitch Clarke,win
"July 11, 2012",Chris Weidman,Mark Munoz,win
"July 11, 2012",James Te Huna,Joey Beltran,win
"July 11, 2012",Aaron Simpson,Kenny Robertson,win
"July 11, 2012",Francis Carmont,Karlos Vemola,win
"July 11, 2012",TJ Dillashaw,Vaughan Lee,win
"July 11, 2012",Rafael Dos Anjos,Anthony Njokuani,win
"July 11, 2012",Alex Caceres,Damacio Page,win
"July 11, 2012",Chris Cariaso,Josh Ferguson,win
"July 11, 2012",Andrew Craig,Rafael Natal,win
"July 11, 2012",Marcelo Guimaraes,Dan Stittgen,win
"July 11, 2012",Raphael Assuncao,Issei Tamura,win
"July 07, 2012",Anderson Silva,Chael Sonnen,win
"July 07, 2012",Forrest Griffin,Tito Ortiz,win
"July 07, 2012",Cung Le,Patrick Cote,win
"July 07, 2012",Demian Maia,Dong Hyun Kim,win
"July 07, 2012",Chad Mendes,Cody McKenzie,win
"July 07, 2012",Mike Easton,Ivan Menjivar,win
"July 07, 2012",Melvin Guillard,Fabricio Camoes,win
"July 07, 2012",Khabib Nurmagomedov,Gleison Tibau,win
"July 07, 2012",Constantinos Philippou,Riki Fukuda,win
"July 07, 2012",Shane Roller,John Alessio,win
"July 07, 2012",Rafaello Oliveira,Yoislandy Izquierdo,win
"June 23, 2012",Rich Franklin,Wanderlei Silva,win
"June 23, 2012",Cezar Ferreira,Sergio Moraes,win
"June 23, 2012",Rony Jason,Godofredo Pepey,win
"June 23, 2012",Fabricio Werdum,Mike Russow,win
"June 23, 2012",Hacran Dias,Iuri Alcantara,win
"June 23, 2012",Rodrigo Damm,Anistavio Medeiros,win
"June 23, 2012",Francisco Trinaldo,Delson Heleno,win
"June 23, 2012",Hugo Viana,John Teixeira,win
"June 23, 2012",Thiago Perpetuo,Leonardo Mafra,win
"June 23, 2012",Marcos Vinicius,Wagner Campos,win
"June 23, 2012",Felipe Arantes,Milton Vieira,draw
"June 22, 2012",Gray Maynard,Clay Guida,win
"June 22, 2012",Sam Stout,Spencer Fisher,win
"June 22, 2012",Brian Ebersole,TJ Waldburger,win
"June 22, 2012",Cub Swanson,Ross Pearson,win
"June 22, 2012",Ricardo Lamas,Hatsu Hioki,win
"June 22, 2012",Ramsey Nijem,CJ Keith,win
"June 22, 2012",Rick Story,Brock Jardine,win
"June 22, 2012",Steven Siler,Joey Gambino,win
"June 22, 2012",Chris Camozzi,Nick Catone,win
"June 22, 2012",Matt Brown,Luis Ramos,win
"June 22, 2012",Dan Miller,Ricardo Funch,win
"June 22, 2012",Ken Stone,Dustin Pague,win
"June 08, 2012",Demetrious Johnson,Ian McCall,win
"June 08, 2012",Erick Silva,Charlie Brenneman,win
"June 08, 2012",Mike Pyle,Josh Neer,win
"June 08, 2012",Eddie Wineland,Scott Jorgensen,win
"June 08, 2012",Mike Pierce,Carlos Eduardo Rocha,win
"June 08, 2012",Seth Baczynski,Lance Benoist,win
"June 08, 2012",Matt Grice,Leonard Garcia,win
"June 08, 2012",Dustin Pague,Jared Papazian,win
"June 08, 2012",Tim Means,Justin Salas,win
"June 08, 2012",Buddy Roberts,Caio Magalhaes,win
"June 08, 2012",Henry Martinez,Bernardo Magalhaes,win
"June 08, 2012",Sean Pierson,Jake Hecht,win
"June 01, 2012",Martin Kampmann,Jake Ellenberger,win
"June 01, 2012",Michael Chiesa,Al Iaquinta,win
"June 01, 2012",Charles Oliveira,Jonathan Brookins,win
"June 01, 2012",Max Holloway,Pat Schilling,win
"June 01, 2012",Justin Lawrence,John Cofer,win
"June 01, 2012",Daron Cruickshank,Chris Tickle,win
"June 01, 2012",Myles Jury,Chris Saunders,win
"June 01, 2012",Sam Sicilia,Cristiano Marcello,win
"June 01, 2012",Joe Proctor,Jeremy Larsen,win
"June 01, 2012",Erik Perez,John Albert,win
"May 26, 2012",Junior Dos Santos,Frank Mir,win
"May 26, 2012",Cain Velasquez,Antonio Silva,win
"May 26, 2012",Roy Nelson,Dave Herman,win
"May 26, 2012",Stipe Miocic,Shane del Rosario,win
"May 26, 2012",Stefan Struve,Lavar Johnson,win
"May 26, 2012",Darren Elkins,Diego Brandao,win
"May 26, 2012",Jamie Varner,Edson Barboza,win
"May 26, 2012",CB Dollaway,Jason Miller,win
"May 26, 2012",Dan Hardy,Duane Ludwig,win
"May 26, 2012",Paul Sass,Jacob Volkmann,win
"May 26, 2012",Glover Teixeira,Kyle Kingsbury,win
"May 26, 2012",Mike Brown,Daniel Pineda,win
"May 15, 2012",Chan Sung Jung,Dustin Poirier,win
"May 15, 2012",Amir Sadollah,Jorge Lopez,win
"May 15, 2012",Donald Cerrone,Jeremy Stephens,win
"May 15, 2012",Yves Jabouin,Jeff Hougland,win
"May 15, 2012",Igor Pokrajac,Fabio Maldonado,win
"May 15, 2012",Tom Lawlor,Jason MacDonald,win
"May 15, 2012",Brad Tavares,Dongi Yang,win
"May 15, 2012",Cody McKenzie,Marcus LeVesseur,win
"May 15, 2012",TJ Grant,Carlo Prater,win
"May 15, 2012",Rafael Dos Anjos,Kamal Shalorus,win
"May 15, 2012",Johnny Eduardo,Jeff Curran,win
"May 15, 2012",Francisco Rivera,Alex Soto,win
"May 05, 2012",Nate Diaz,Jim Miller,win
"May 05, 2012",Johny Hendricks,Josh Koscheck,win
"May 05, 2012",Alan Belcher,Rousimar Palhares,win
"May 05, 2012",Lavar Johnson,Pat Barry,win
"May 05, 2012",Michael Johnson,Tony Ferguson,win
"May 05, 2012",John Dodson,Tim Elliott,win
"May 05, 2012",John Hathaway,Pascal Krauss,win
"May 05, 2012",Louis Gaudinot,John Lineker,win
"May 05, 2012",Danny Castillo,John Cholish,win
"May 05, 2012",Dennis Bermudez,Pablo Garza,win
"May 05, 2012",Roland Delorme,Nick Denis,win
"May 05, 2012",Karlos Vemola,Mike Massenzio,win
"April 21, 2012",Jon Jones,Rashad Evans,win
"April 21, 2012",Rory MacDonald,Che Mills,win
"April 21, 2012",Ben Rothwell,Brendan Schaub,win
"April 21, 2012",Michael McDonald,Miguel Torres,win
"April 21, 2012",Eddie Yagin,Mark Hominick,win
"April 21, 2012",Mark Bocek,John Alessio,win
"April 21, 2012",Travis Browne,Chad Griggs,win
"April 21, 2012",Matt Brown,Stephen Thompson,win
"April 21, 2012",Anthony Njokuani,John Makdessi,win
"April 21, 2012",Mac Danzig,Efrain Escudero,win
"April 21, 2012",Chris Clements,Keith Wisniewski,win
"April 21, 2012",Marcus Brimage,Maximo Blanco,win
"April 14, 2012",Alexander Gustafsson,Thiago Silva,win
"April 14, 2012",Brian Stann,Alessio Sakara,win
"April 14, 2012",Siyar Bahadurzada,Paulo Thiago,win
"April 14, 2012",Dennis Siver,Diego Nunes,win
"April 14, 2012",John Maguire,DaMarques Johnson,win
"April 14, 2012",Brad Pickett,Damacio Page,win
"April 14, 2012",James Head,Papy Abedi,win
"April 14, 2012",Cyrille Diabate,Tom DeBlass,win
"April 14, 2012",Francis Carmont,Magnus Cedenblad,win
"April 14, 2012",Reza Madadi,Yoislandy Izquierdo,win
"April 14, 2012",Simeon Thoresen,Besam Yousef,win
"April 14, 2012",Jason Young,Eric Wisely,win
"March 02, 2012",Martin Kampmann,Thiago Alves,win
"March 02, 2012",Joseph Benavidez,Yasuhiro Urushitani,win
"March 02, 2012",Demetrious Johnson,Ian McCall,draw
"March 02, 2012",Constantinos Philippou,Court McGee,win
"March 02, 2012",James Te Huna,Aaron Rosa,win
"March 02, 2012",Anthony Perosh,Nick Penner,win
"March 02, 2012",Steven Siler,Cole Miller,win
"March 02, 2012",Andrew Craig,Kyle Noke,win
"March 02, 2012",TJ Waldburger,Jake Hecht,win
"March 02, 2012",Daniel Pineda,Mackens Semerzier,win
"March 02, 2012",Shawn Jordan,Oli Thompson,win
"February 25, 2012",Benson Henderson,Frankie Edgar,win
"February 25, 2012",Ryan Bader,Quinton Jackson,win
"February 25, 2012",Mark Hunt,Cheick Kongo,win
"February 25, 2012",Jake Shields,Yoshihiro Akiyama,win
"February 25, 2012",Tim Boetsch,Yushin Okami,win
"February 25, 2012",Hatsu Hioki,Bart Palaszewski,win
"February 25, 2012",Anthony Pettis,Joe Lauzon,win
"February 25, 2012",Takanori Gomi,Eiji Mitsuoka,win
"February 25, 2012",Vaughan Lee,Norifumi Yamamoto,win
"February 25, 2012",Riki Fukuda,Steve Cantwell,win
"February 25, 2012",Chris Cariaso,Takeya Mizugaki,win
"February 25, 2012",Issei Tamura,Zhang Tiequan,win
"February 15, 2012",Jake Ellenberger,Diego Sanchez,win
"February 15, 2012",Stefan Struve,Dave Herman,win
"February 15, 2012",Ronny Markes,Aaron Simpson,win
"February 15, 2012",Stipe Miocic,Philip De Fries,win
"February 15, 2012",TJ Dillashaw,Walel Watson,win
"February 15, 2012",Ivan Menjivar,John Albert,win
"February 15, 2012",Jonathan Brookins,Vagner Rocha,win
"February 15, 2012",Justin Salas,Anton Kuivanen,win
"February 15, 2012",Tim Means,Bernardo Magalhaes,win
"February 04, 2012",Carlos Condit,Nick Diaz,win
"February 04, 2012",Fabricio Werdum,Roy Nelson,win
"February 04, 2012",Josh Koscheck,Mike Pierce,win
"February 04, 2012",Renan Barao,Scott Jorgensen,win
"February 04, 2012",Ed Herman,Clifford Starks,win
"February 04, 2012",Dustin Poirier,Max Holloway,win
"February 04, 2012",Edwin Figueroa,Alex Caceres,win
"February 04, 2012",Matt Brown,Chris Cope,win
"February 04, 2012",Matthew Riddle,Henry Martinez,win
"February 04, 2012",Rafael Natal,Michael Kuiper,win
"February 04, 2012",Stephen Thompson,Dan Stittgen,win
"January 28, 2012",Rashad Evans,Phil Davis,win
"January 28, 2012",Chael Sonnen,Michael Bisping,win
"January 28, 2012",Chris Weidman,Demian Maia,win
"January 28, 2012",Evan Dunham,Nik Lentz,win
"January 28, 2012",Mike Russow,Jon Olav Einemo,win
"January 28, 2012",Cub Swanson,George Roop,win
"January 28, 2012",Charles Oliveira,Eric Wisely,win
"January 28, 2012",Michael Johnson,Shane Roller,win
"January 28, 2012",Lavar Johnson,Joey Beltran,win
"January 28, 2012",Chris Camozzi,Dustin Jacoby,win
"January 20, 2012",Jim Miller,Melvin Guillard,win
"January 20, 2012",Josh Neer,Duane Ludwig,win
"January 20, 2012",Mike Easton,Jared Papazian,win
"January 20, 2012",Pat Barry,Christian Morecraft,win
"January 20, 2012",Jorge Rivera,Eric Schafer,win
"January 20, 2012",Khabib Nurmagomedov,Kamal Shalorus,win
"January 20, 2012",Charlie Brenneman,Daniel Roberts,win
"January 20, 2012",Fabricio Camoes,Tommy Hayden,win
"January 20, 2012",Daniel Pineda,Pat Schilling,win
"January 20, 2012",Nick Denis,Joseph Sandoval,win
"January 14, 2012",Jose Aldo,Chad Mendes,win
"January 14, 2012",Vitor Belfort,Anthony Johnson,win
"January 14, 2012",Rousimar Palhares,Mike Massenzio,win
"January 14, 2012",Carlo Prater,Erick Silva,win
"January 14, 2012",Edson Barboza,Terry Etim,win
"January 14, 2012",Thiago Tavares,Sam Stout,win
"January 14, 2012",Gabriel Gonzaga,Ednaldo Oliveira,win
"January 14, 2012",Iuri Alcantara,Michihiro Omigawa,win
"January 14, 2012",Mike Pyle,Ricardo Funch,win
"January 14, 2012",Felipe Arantes,Antonio Carvalho,win
"December 30, 2011",Alistair Overeem,Brock Lesnar,win
